pt1_cam1_X,pt1_cam1_Y
365.690000,536.700000
367.220000,538.140000
368.600000,539.630000
370.040000,541.990000
371.590000,544.710000
372.730000,547.450000
373.630000,550.200000
374.450000,552.720000
375.000000,554.830000
375.470000,556.880000
375.680000,559.450000
375.420000,562.780000
375.060000,566.040000
374.650000,568.910000
374.000000,571.720000
373.370000,574.140000
372.820000,576.180000
372.370000,577.750000
371.690000,579.500000
370.260000,582.510000
368.490000,585.450000
367.010000,588.210000
365.720000,590.790000
364.660000,592.900000
363.790000,594.790000
362.910000,596.790000
361.980000,598.790000
361.140000,601.550000
360.640000,604.580000
360.150000,607.790000
359.770000,610.690000
359.450000,613.200000
359.160000,615.230000
359.020000,617.140000
358.770000,619.210000
358.230000,622.290000
358.020000,625.250000
358.110000,628.150000
358.180000,630.830000
358.540000,633.400000
358.960000,635.510000
359.030000,637.330000
359.210000,638.740000
359.650000,640.120000
361.650000,641.840000
363.760000,643.010000
366.140000,643.720000
368.280000,644.240000
369.910000,644.590000
371.750000,644.750000
373.510000,644.590000
375.140000,644.280000
377.650000,642.890000
379.440000,641.480000
380.970000,639.820000
382.260000,638.230000
383.680000,636.770000
384.380000,634.080000
384.360000,631.780000
382.430000,628.410000
378.120000,625.080000
371.060000,624.060000
365.660000,623.300000
358.040000,621.840000
352.460000,620.880000
347.850000,620.180000
343.600000,621.220000
339.110000,623.910000
335.710000,626.020000
332.930000,627.870000
329.910000,629.770000
327.030000,631.710000
324.270000,634.350000
322.570000,637.050000
321.230000,639.440000
320.230000,641.560000
319.520000,644.030000
319.400000,646.900000
319.180000,649.730000
319.110000,652.200000
319.130000,654.450000
319.160000,656.520000
319.210000,658.580000
319.260000,660.480000
319.350000,662.050000
319.360000,663.900000
319.290000,666.330000
320.120000,668.830000
321.030000,670.950000
323.790000,673.020000
326.880000,674.120000
329.900000,674.690000
332.830000,674.700000
335.030000,674.640000
336.810000,674.670000
338.940000,674.680000
341.380000,673.220000
343.270000,671.710000
344.620000,669.130000
344.950000,666.170000
344.830000,663.170000
344.970000,660.820000
344.600000,658.570000
343.330000,656.270000
341.280000,654.220000
339.210000,652.400000
337.500000,650.670000
336.180000,649.330000
333.580000,648.090000
330.640000,646.510000
328.040000,645.220000
325.230000,643.860000
321.350000,641.150000
317.280000,636.640000
313.830000,632.740000
310.850000,627.610000
309.060000,623.390000
307.720000,620.690000
306.640000,618.030000
305.790000,615.470000
304.940000,612.940000
304.520000,609.270000
304.300000,605.850000
304.280000,603.020000
304.610000,600.730000
304.970000,598.290000
306.860000,594.650000
309.080000,591.390000
311.110000,588.700000
312.760000,586.930000
314.270000,585.260000
317.360000,583.920000
320.190000,582.410000
323.160000,580.840000
326.100000,579.390000
328.700000,578.020000
330.920000,577.020000
333.140000,576.030000
335.680000,574.950000
338.440000,573.790000
341.130000,572.550000
343.730000,570.620000
345.930000,568.910000
347.750000,567.140000
349.220000,565.560000
350.750000,563.860000
351.590000,561.290000
351.930000,558.680000
351.230000,555.850000
349.030000,553.190000
346.890000,551.260000
344.840000,549.570000
342.530000,548.180000
339.190000,546.960000
336.180000,546.140000
333.320000,545.580000
330.390000,545.700000
327.450000,546.580000
324.650000,547.360000
322.160000,548.520000
320.010000,549.780000
318.400000,550.750000
316.870000,551.700000
315.380000,552.710000
313.570000,554.340000
312.120000,556.390000
310.980000,558.590000
310.160000,560.830000
309.600000,562.830000
309.770000,565.740000
310.260000,568.250000
311.270000,570.860000
312.020000,572.680000
313.200000,574.570000
314.390000,576.140000
316.350000,577.950000
319.050000,579.680000
321.870000,580.900000
324.080000,581.920000
325.660000,582.710000
328.820000,583.010000
332.290000,583.160000
335.470000,582.990000
338.250000,582.690000
340.670000,582.150000
342.560000,581.750000
344.260000,581.160000
346.680000,579.980000
349.390000,578.590000
352.020000,576.740000
354.190000,574.900000
356.530000,573.030000
358.260000,571.320000
359.870000,569.940000
361.560000,568.170000
363.340000,566.220000
365.570000,564.040000
367.590000,561.940000
369.670000,559.700000
371.490000,557.350000
372.960000,555.490000
374.400000,554.000000
375.800000,552.260000
376.890000,550.990000
378.850000,548.320000
380.900000,545.660000
382.960000,542.850000
384.290000,540.460000
385.930000,538.250000
387.660000,536.100000
388.710000,534.530000
390.150000,532.850000
392.180000,530.620000
394.240000,528.470000
396.650000,525.830000
398.610000,523.660000
400.730000,521.520000
402.530000,519.870000
403.860000,518.500000
405.630000,517.050000
407.900000,515.500000
410.570000,513.640000
413.210000,511.900000
415.860000,510.350000
418.420000,509.210000
420.470000,508.010000
423.180000,507.480000
425.700000,507.740000
428.090000,508.600000
429.960000,509.500000
431.420000,510.510000
432.680000,512.660000
433.520000,515.290000
434.080000,517.860000
434.660000,520.030000
434.960000,522.060000
435.170000,524.050000
435.230000,526.000000
434.920000,528.560000
434.970000,531.130000
435.050000,533.810000
435.320000,535.900000
436.290000,538.130000
438.170000,540.240000
439.920000,542.260000
441.380000,544.200000
443.180000,545.880000
444.910000,547.070000
447.400000,548.030000
450.300000,548.870000
453.310000,549.860000
455.840000,550.640000
458.470000,550.850000
461.030000,551.040000
463.000000,551.200000
465.020000,551.200000
468.360000,551.440000
471.360000,551.670000
474.240000,551.800000
477.030000,551.490000
479.860000,550.840000
482.330000,550.130000
484.460000,549.430000
486.790000,548.650000
488.980000,547.530000
491.830000,545.590000
494.380000,543.620000
496.370000,542.030000
498.120000,540.540000
499.840000,539.210000
501.850000,537.870000
504.200000,536.250000
506.640000,534.730000
509.500000,532.650000
511.940000,530.940000
513.990000,529.460000
516.030000,528.190000
517.810000,527.280000
519.790000,526.210000
522.250000,525.220000
525.640000,524.220000
528.700000,523.170000
531.330000,522.080000
533.550000,521.250000
535.860000,520.040000
537.870000,519.140000
539.800000,518.100000
542.440000,516.300000
544.870000,514.420000
547.280000,512.210000
549.530000,510.000000
551.260000,508.170000
552.880000,506.360000
554.500000,504.990000
556.340000,503.210000
558.310000,501.460000
560.980000,498.800000
563.370000,496.070000
565.300000,493.960000
566.890000,492.230000
568.710000,490.330000
569.940000,488.800000
571.760000,486.690000
574.010000,484.170000
576.140000,481.400000
577.990000,478.850000
579.980000,476.290000
582.060000,473.810000
584.510000,471.370000
586.960000,469.250000
589.180000,467.630000
591.040000,466.100000
593.080000,464.820000
595.780000,463.380000
598.410000,462.620000
601.740000,461.910000
604.520000,461.330000
607.020000,461.020000
609.420000,460.910000
611.830000,460.830000
614.930000,461.270000
618.090000,461.960000
621.020000,462.840000
624.140000,463.730000
626.640000,464.600000
628.900000,465.090000
631.580000,466.230000
634.500000,467.750000
636.750000,468.980000
639.000000,470.320000
640.930000,472.140000
642.710000,473.880000
643.990000,475.540000
645.030000,476.780000
646.060000,479.030000
646.950000,482.100000
647.550000,485.120000
647.930000,487.840000
648.070000,490.380000
648.140000,492.510000
647.970000,494.590000
647.860000,496.760000
646.970000,499.380000
645.890000,502.270000
644.580000,505.090000
643.230000,507.600000
642.100000,509.780000
640.910000,511.570000
638.510000,513.560000
635.730000,515.910000
632.980000,517.430000
630.400000,518.210000
628.540000,518.710000
625.940000,518.950000
622.690000,518.730000
620.500000,517.990000
618.040000,516.810000
616.030000,515.920000
614.470000,514.820000
612.700000,512.380000
611.020000,509.680000
609.720000,507.090000
608.780000,504.550000
608.100000,501.970000
607.870000,498.710000
608.050000,495.790000
608.520000,493.050000
608.950000,490.440000
609.530000,488.410000
609.950000,486.690000
610.960000,485.140000
612.610000,483.440000
614.970000,481.690000
617.280000,479.860000
619.480000,478.360000
621.390000,477.260000
623.290000,476.180000
625.070000,475.390000
627.240000,474.900000
629.750000,474.300000
632.510000,474.250000
635.450000,474.690000
637.720000,475.300000
639.710000,476.010000
641.390000,476.920000
643.040000,478.160000
644.960000,480.420000
646.420000,482.480000
647.450000,484.820000
648.310000,486.690000
648.880000,488.640000
649.140000,490.530000
648.760000,493.070000
648.150000,495.810000
647.610000,498.210000
646.880000,500.770000
645.670000,502.940000
644.790000,504.830000
643.410000,506.640000
641.180000,508.420000
638.840000,510.080000
636.550000,511.530000
634.070000,512.540000
632.420000,513.470000
630.440000,513.850000
627.520000,513.920000
624.690000,513.560000
621.970000,512.640000
619.360000,511.840000
617.160000,510.790000
614.690000,509.230000
612.160000,507.160000
610.070000,505.070000
608.320000,502.950000
606.860000,500.770000
605.260000,497.780000
604.090000,494.910000
603.080000,492.070000
602.390000,489.350000
601.970000,487.050000
601.490000,484.750000
601.760000,481.190000
602.080000,477.850000
602.370000,475.030000
603.050000,472.210000
603.760000,469.510000
604.400000,467.020000
605.700000,464.130000
607.240000,461.240000
608.760000,458.720000
609.900000,456.530000
610.910000,454.590000
612.290000,453.030000
613.790000,451.190000
615.670000,449.000000
617.670000,447.000000
620.120000,444.330000
623.250000,440.210000
626.620000,435.530000
630.480000,428.550000
633.030000,421.980000
635.160000,414.610000
637.690000,406.470000
640.010000,400.560000
642.610000,393.710000
644.990000,386.990000
646.820000,379.040000
648.100000,371.500000
649.050000,363.440000
649.470000,354.920000
650.070000,347.080000
650.050000,338.820000
649.170000,330.990000
648.960000,321.840000
648.860000,313.090000
649.620000,304.540000
650.670000,297.150000
651.880000,291.690000
653.690000,287.270000
655.910000,284.300000
658.690000,281.080000
662.990000,278.200000
666.720000,275.550000
669.560000,274.090000
671.310000,273.500000
673.070000,272.900000
676.030000,271.960000
679.320000,270.930000
685.760000,269.670000
690.610000,268.360000
694.220000,270.400000
695.200000,272.290000
695.080000,273.460000
694.810000,274.420000
694.000000,276.360000
693.900000,280.110000
693.190000,286.110000
691.810000,291.570000
688.010000,295.410000
684.430000,299.810000
681.450000,303.450000
679.030000,306.530000
675.270000,309.260000
671.680000,311.530000
669.090000,312.970000
666.870000,314.420000
664.190000,315.450000
661.590000,317.050000
658.840000,318.190000
656.450000,319.120000
654.340000,320.150000
652.440000,321.140000
650.970000,321.720000
649.520000,322.280000
647.710000,323.770000
645.950000,325.910000
644.310000,329.130000
640.460000,331.930000
635.240000,333.550000
628.470000,331.210000
623.690000,328.220000
619.250000,325.800000
615.060000,324.110000
610.680000,325.230000
606.370000,326.960000
602.530000,328.700000
600.000000,330.170000
597.790000,331.870000
595.960000,333.830000
594.280000,336.990000
593.370000,339.980000
592.190000,342.860000
591.410000,345.480000
590.740000,347.420000
589.850000,349.840000
589.010000,351.840000
587.950000,353.700000
586.620000,355.670000
585.280000,357.010000
583.410000,358.290000
580.760000,360.390000
577.970000,362.600000
575.830000,364.860000
574.080000,366.660000
572.330000,368.680000
570.760000,371.310000
569.320000,374.410000
568.270000,377.300000
567.260000,380.010000
566.550000,382.730000
565.960000,385.020000
565.400000,387.110000
565.020000,389.230000
564.750000,391.200000
564.370000,393.200000
564.230000,396.590000
564.240000,400.070000
564.180000,403.110000
564.130000,406.050000
564.110000,408.730000
563.980000,411.010000
563.940000,413.210000
563.920000,415.300000
563.460000,418.570000
562.750000,422.030000
561.860000,425.030000
560.950000,427.720000
560.050000,430.000000
558.990000,431.930000
557.810000,433.530000
554.350000,435.410000
550.780000,436.800000
547.440000,437.930000
544.490000,438.710000
541.720000,439.570000
539.190000,439.800000
536.570000,439.570000
533.150000,439.190000
529.940000,439.180000
527.340000,438.980000
524.580000,438.830000
522.020000,438.850000
519.910000,438.910000
518.050000,438.940000
515.150000,439.570000
512.470000,441.030000
509.840000,442.570000
507.150000,444.490000
505.120000,446.130000
503.080000,447.880000
501.360000,449.710000
499.930000,451.150000
498.650000,452.390000
497.470000,453.770000
496.240000,456.050000
495.250000,458.480000
493.860000,461.530000
492.910000,464.020000
491.860000,465.900000
490.650000,467.880000
489.330000,469.650000
488.000000,470.900000
485.340000,471.920000
482.720000,472.260000
478.540000,471.790000
474.540000,470.830000
470.680000,469.740000
466.240000,468.220000
462.190000,466.560000
458.980000,465.020000
455.590000,463.330000
452.620000,462.330000
450.190000,461.640000
448.310000,461.100000
445.090000,461.170000
440.110000,456.910000
436.080000,452.050000
432.540000,444.460000
428.770000,437.530000
426.400000,431.640000
426.200000,426.170000
427.110000,419.690000
427.550000,414.720000
427.520000,410.380000
427.470000,406.580000
427.420000,403.150000
426.130000,399.500000
424.330000,395.960000
422.290000,393.050000
420.430000,391.460000
419.370000,390.040000
417.780000,389.430000
414.890000,388.950000
411.000000,388.920000
407.570000,389.220000
404.850000,389.870000
402.040000,390.040000
399.480000,390.280000
396.840000,391.020000
394.590000,391.460000
392.630000,391.970000
390.990000,392.220000
388.440000,393.070000
385.890000,394.010000
383.010000,395.150000
379.590000,396.010000
375.990000,397.020000
372.860000,397.880000
370.160000,398.700000
367.030000,399.000000
364.380000,398.520000
361.990000,398.130000
360.090000,397.920000
358.270000,397.680000
356.380000,397.000000
355.010000,396.440000
353.420000,395.110000
351.710000,393.420000
349.980000,391.490000
348.130000,389.360000
346.300000,387.230000
344.480000,385.410000
343.310000,384.290000
342.150000,383.210000
340.680000,382.100000
338.310000,380.860000
335.190000,379.840000
332.320000,379.100000
330.360000,378.420000
328.390000,378.270000
326.580000,378.170000
324.730000,378.180000
322.480000,379.050000
320.290000,380.110000
318.420000,381.330000
316.420000,384.390000
315.710000,387.400000
315.420000,390.160000
315.510000,392.770000
315.570000,394.780000
316.020000,396.670000
316.170000,398.160000
317.270000,399.700000
318.840000,400.980000
320.860000,401.890000
323.060000,402.600000
325.030000,403.090000
326.640000,403.580000
328.140000,403.920000
330.590000,403.490000
332.960000,402.460000
334.790000,400.810000
336.160000,399.270000
336.930000,397.690000
337.300000,394.760000
337.090000,391.940000
336.490000,389.510000
335.880000,387.400000
334.490000,385.040000
332.250000,382.780000
329.940000,380.930000
327.760000,379.180000
325.850000,377.710000
323.710000,376.560000
322.140000,375.710000
320.190000,375.150000
317.330000,374.830000
314.280000,374.450000
311.150000,374.520000
308.430000,374.650000
306.040000,374.990000
303.810000,375.280000
301.400000,376.020000
298.580000,376.910000
295.960000,378.020000
293.290000,379.180000
291.000000,380.130000
289.000000,381.070000
287.210000,381.930000
285.530000,382.760000
283.760000,383.520000
282.180000,384.050000
280.540000,384.700000
277.960000,385.020000
274.800000,385.180000
272.040000,385.260000
269.200000,385.020000
266.870000,384.940000
264.770000,384.660000
263.040000,384.160000
261.410000,383.890000
259.930000,383.640000
257.940000,382.310000
255.850000,380.640000
253.750000,378.520000
251.980000,376.650000
250.140000,374.610000
248.590000,372.940000
247.400000,371.320000
246.160000,369.980000
244.880000,368.740000
243.420000,366.930000
241.450000,364.830000
239.060000,362.780000
236.720000,360.800000
234.530000,359.350000
232.650000,358.310000
231.200000,357.340000
229.980000,356.580000
228.510000,356.200000
226.300000,356.730000
223.930000,357.500000
221.930000,358.620000
219.850000,360.220000
218.030000,361.770000
216.550000,362.930000
215.270000,363.940000
214.170000,364.960000
213.080000,366.060000
212.120000,367.140000
211.200000,368.640000
210.300000,371.590000
209.620000,374.540000
209.260000,377.180000
208.850000,379.850000
208.460000,382.250000
208.190000,384.390000
207.950000,386.460000
207.930000,388.180000
207.720000,389.870000
207.530000,391.940000
207.170000,394.890000
206.950000,398.000000
206.510000,400.940000
206.050000,403.850000
205.670000,406.280000
205.100000,408.530000
204.570000,410.660000
203.990000,412.480000
203.430000,413.970000
202.500000,415.870000
200.950000,417.720000
198.300000,420.040000
196.040000,421.910000
194.060000,423.540000
192.440000,424.710000
189.840000,426.130000
186.960000,427.310000
183.930000,426.510000
180.190000,423.970000
178.210000,418.470000
177.620000,414.020000
176.900000,410.100000
176.510000,406.840000
176.040000,404.280000
175.820000,402.080000
175.040000,399.940000
173.880000,397.630000
172.250000,394.830000
170.880000,392.400000
169.380000,390.220000
168.200000,388.250000
167.200000,386.460000
166.230000,384.850000
165.540000,383.030000
164.920000,381.310000
164.230000,380.050000
163.730000,378.610000
164.010000,375.520000
164.550000,372.910000
165.450000,370.220000
166.150000,368.040000
167.030000,366.040000
167.750000,364.290000
168.800000,362.390000
170.300000,360.980000
172.900000,359.090000
175.610000,357.510000
178.020000,356.300000
180.160000,355.310000
182.140000,354.510000
184.130000,353.950000
186.410000,353.280000
189.380000,353.320000
192.570000,353.980000
195.440000,354.330000
198.000000,355.010000
200.390000,356.000000
202.350000,356.620000
204.330000,357.200000
206.370000,358.490000
208.590000,360.690000
210.800000,363.290000
212.310000,365.730000
213.570000,367.550000
214.660000,369.530000
215.290000,371.950000
215.560000,375.120000
215.570000,378.290000
215.370000,381.230000
215.130000,383.860000
214.500000,386.420000
213.990000,388.410000
213.220000,390.460000
211.910000,392.500000
210.230000,394.700000
208.300000,396.730000
205.850000,398.850000
204.320000,400.350000
202.760000,401.790000
201.000000,403.020000
198.900000,404.450000
195.540000,406.190000
193.320000,407.460000
190.750000,408.290000
188.030000,408.940000
185.060000,408.490000
181.590000,405.930000
179.050000,401.560000
178.680000,395.440000
180.310000,390.330000
182.740000,385.390000
185.350000,382.280000
188.180000,379.590000
190.660000,378.090000
194.020000,376.830000
198.090000,376.290000
201.290000,375.950000
204.080000,375.960000
206.680000,375.950000
209.020000,375.970000
210.890000,376.050000
213.160000,375.880000
215.100000,376.100000
218.200000,375.860000
221.430000,375.620000
225.090000,374.860000
227.750000,374.370000
230.390000,374.270000
232.680000,374.160000
234.820000,374.070000
236.710000,374.050000
239.500000,374.880000
242.380000,376.640000
245.200000,378.290000
247.870000,380.070000
250.330000,381.920000
252.110000,383.190000
253.760000,384.430000
255.450000,385.570000
257.850000,387.550000
259.940000,390.100000
261.530000,392.460000
262.680000,394.840000
263.350000,396.890000
263.930000,398.850000
263.440000,401.450000
261.790000,404.160000
258.240000,407.590000
255.800000,411.120000
253.450000,414.280000
250.660000,416.450000
247.490000,418.490000
244.120000,420.080000
241.560000,421.170000
239.170000,421.900000
237.320000,422.640000
235.120000,422.900000
233.420000,423.110000
231.440000,422.920000
228.330000,421.700000
225.640000,420.410000
223.080000,418.880000
220.390000,417.010000
218.460000,415.620000
216.590000,414.490000
215.060000,413.550000
213.050000,411.680000
211.140000,409.390000
209.280000,406.740000
207.970000,404.280000
206.860000,402.080000
205.940000,400.090000
205.180000,398.100000
204.650000,395.390000
204.240000,392.000000
204.020000,388.810000
203.810000,385.960000
203.640000,383.140000
203.540000,380.670000
203.330000,378.440000
203.190000,376.420000
203.170000,374.370000
203.110000,371.980000
202.950000,368.790000
202.840000,365.740000
202.760000,362.930000
202.430000,360.010000
202.100000,357.370000
202.000000,355.110000
201.750000,353.140000
201.320000,351.010000
200.850000,348.870000
199.850000,346.660000
198.400000,344.290000
196.720000,342.100000
194.990000,340.370000
193.610000,339.040000
192.180000,337.780000
191.040000,336.620000
188.710000,335.870000
186.460000,335.260000
183.590000,334.950000
181.130000,334.820000
178.970000,334.640000
176.630000,334.460000
173.410000,334.800000
170.520000,335.580000
168.010000,336.450000
165.840000,337.420000
163.780000,338.470000
161.830000,340.700000
160.580000,343.050000
159.750000,344.920000
159.140000,346.850000
158.990000,348.750000
159.610000,351.170000
160.810000,353.290000
162.220000,355.400000
163.870000,357.800000
164.980000,359.490000
166.390000,360.920000
167.600000,362.120000
169.210000,363.430000
172.050000,365.210000
174.780000,366.830000
177.030000,367.680000
179.140000,368.580000
180.960000,369.100000
183.180000,369.730000
185.440000,370.020000
188.610000,370.040000
191.840000,369.510000
194.280000,368.880000
196.560000,367.980000
198.590000,366.960000
200.280000,366.080000
201.840000,364.910000
203.340000,362.670000
204.530000,360.150000
205.450000,357.650000
206.000000,355.040000
206.340000,352.690000
206.460000,350.070000
206.080000,347.910000
205.420000,346.100000
204.850000,344.290000
203.180000,342.720000
201.310000,342.320000
199.130000,342.400000
196.240000,342.800000
193.210000,344.500000
189.900000,347.060000
187.260000,349.300000
185.490000,351.180000
184.030000,352.730000
182.680000,353.960000
181.400000,355.620000
180.260000,358.780000
179.580000,362.070000
179.310000,364.990000
178.910000,367.750000
178.790000,370.240000
178.640000,372.560000
178.420000,374.660000
178.370000,376.780000
178.280000,379.360000
178.450000,382.440000
179.050000,385.430000
179.830000,388.280000
180.840000,391.010000
181.720000,393.330000
182.720000,395.260000
182.880000,396.420000
184.080000,397.580000
186.390000,398.770000
188.860000,399.480000
191.740000,399.860000
194.070000,400.040000
196.260000,400.360000
198.020000,400.680000
199.880000,400.720000
201.720000,400.670000
204.150000,400.320000
206.510000,399.700000
209.220000,398.460000
211.650000,396.940000
213.710000,395.700000
215.390000,394.280000
217.030000,392.740000
218.640000,389.940000
219.830000,387.010000
220.750000,384.410000
221.470000,382.130000
221.930000,379.990000
222.220000,377.970000
222.420000,376.060000
222.660000,373.820000
221.980000,371.870000
220.800000,369.800000
219.290000,368.260000
217.800000,367.190000
216.300000,366.390000
214.400000,366.210000
211.880000,366.540000
209.500000,367.160000
207.220000,368.030000
205.050000,369.040000
203.130000,370.030000
200.700000,371.500000
198.030000,373.600000
195.280000,376.040000
193.630000,377.710000
191.820000,379.440000
190.240000,380.730000
188.810000,381.990000
187.420000,383.170000
186.050000,384.380000
184.210000,386.350000
182.010000,388.800000
180.220000,391.220000
178.630000,393.800000
177.420000,395.880000
176.250000,397.940000
175.470000,399.840000
175.040000,402.080000
174.990000,405.090000
175.490000,408.060000
176.030000,410.830000
176.670000,413.460000
177.370000,415.600000
177.970000,417.300000
179.350000,419.210000
181.220000,421.090000
183.520000,422.930000
185.840000,424.280000
187.890000,425.420000
189.870000,426.110000
191.770000,426.770000
194.650000,427.130000
197.670000,427.690000
200.680000,427.530000
203.190000,427.240000
205.820000,426.790000
207.850000,426.110000
210.060000,425.520000
212.610000,424.540000
215.170000,422.820000
217.270000,420.680000
218.830000,419.000000
220.120000,417.180000
221.050000,415.520000
221.900000,413.920000
222.020000,411.390000
221.440000,408.790000
220.550000,405.970000
219.720000,403.470000
218.820000,401.460000
217.880000,399.710000
216.910000,398.240000
215.720000,396.550000
213.700000,394.810000
211.530000,393.010000
208.970000,391.230000
206.820000,389.950000
205.140000,389.190000
202.960000,388.290000
201.050000,387.630000
199.800000,387.170000
197.820000,386.910000
195.430000,386.870000
192.880000,387.240000
190.350000,388.190000
188.160000,389.320000
186.710000,390.020000
185.140000,391.000000
183.750000,392.390000
182.240000,394.790000
181.250000,397.370000
180.240000,400.020000
179.610000,402.580000
179.170000,404.650000
178.790000,406.750000
178.430000,408.610000
178.230000,410.520000
178.270000,412.680000
178.860000,415.920000
179.590000,418.890000
180.380000,421.510000
181.010000,423.720000
181.840000,425.770000
182.730000,427.910000
183.730000,429.830000
185.140000,431.980000
187.140000,434.450000
189.070000,436.880000
191.350000,439.150000
193.250000,440.980000
194.760000,442.780000
196.060000,444.270000
197.540000,445.760000
200.150000,447.310000
203.010000,449.220000
205.540000,450.710000
207.800000,451.620000
209.960000,452.420000
211.950000,452.830000
214.580000,452.410000
217.400000,451.150000
219.750000,449.650000
221.710000,448.040000
223.300000,446.670000
224.650000,445.410000
225.760000,444.270000
226.720000,443.100000
227.430000,441.310000
227.280000,438.850000
226.910000,436.640000
226.280000,434.170000
225.660000,432.430000
224.820000,431.010000
223.980000,429.520000
223.620000,428.600000
222.610000,427.820000
219.800000,426.590000
217.530000,425.300000
215.220000,424.640000
213.270000,424.110000
211.210000,424.010000
209.480000,423.730000
208.060000,423.140000
206.920000,422.920000
204.500000,423.640000
201.900000,424.580000
199.370000,425.930000
197.100000,427.520000
195.260000,428.800000
193.320000,429.980000
191.850000,430.980000
190.380000,432.000000
188.980000,433.010000
187.690000,433.960000
185.590000,435.440000
183.190000,437.370000
180.860000,439.000000
178.710000,440.700000
176.940000,441.930000
175.410000,442.890000
173.590000,443.890000
171.690000,444.800000
169.960000,445.520000
167.150000,445.390000
164.680000,444.440000
162.060000,443.630000
159.870000,442.620000
158.030000,441.710000
156.570000,440.930000
155.140000,440.060000
153.710000,438.520000
152.160000,436.020000
151.100000,433.720000
150.300000,431.180000
149.660000,429.050000
149.240000,427.070000
148.950000,425.180000
149.310000,422.480000
149.970000,419.440000
150.880000,416.290000
151.580000,414.070000
152.250000,412.040000
153.160000,410.000000
154.350000,407.700000
156.200000,405.170000
157.650000,403.080000
159.080000,401.470000
160.680000,400.090000
162.010000,399.120000
163.410000,398.070000
165.940000,398.000000
168.140000,398.620000
170.230000,399.320000
171.720000,400.240000
173.040000,401.090000
174.260000,402.070000
175.300000,403.680000
176.140000,406.210000
176.750000,409.090000
177.110000,411.670000
177.530000,413.780000
177.610000,415.750000
177.710000,417.770000
177.570000,419.620000
177.330000,421.560000
176.700000,423.620000
175.430000,426.280000
173.990000,429.070000
172.360000,431.580000
171.080000,433.680000
169.960000,435.250000
168.850000,436.710000
167.570000,438.010000
165.700000,439.460000
163.370000,440.740000
159.220000,438.810000
155.290000,436.010000
152.490000,430.690000
151.050000,426.140000
150.290000,422.480000
149.510000,419.640000
149.060000,417.210000
148.630000,415.050000
148.110000,412.710000
147.110000,409.260000
146.020000,405.930000
145.410000,403.130000
144.940000,400.380000
144.440000,398.310000
144.170000,396.230000
143.930000,394.220000
143.680000,392.220000
143.400000,389.730000
143.290000,386.510000
143.100000,383.310000
143.050000,380.370000
142.910000,377.950000
142.880000,375.340000
142.790000,373.280000
142.790000,371.100000
142.720000,369.000000
142.770000,367.240000
143.080000,364.190000
143.840000,361.020000
144.760000,358.130000
145.820000,355.690000
146.870000,353.570000
147.790000,351.770000
148.740000,350.410000
149.860000,349.240000
152.350000,348.190000
154.950000,347.690000
157.290000,347.510000
159.350000,347.500000
161.370000,348.050000
164.260000,349.270000
166.810000,351.420000
169.040000,353.240000
171.000000,355.000000
172.590000,356.960000
173.870000,358.780000
174.990000,360.600000
176.020000,363.170000
176.850000,366.340000
177.430000,369.170000
178.010000,371.940000
178.560000,374.560000
178.950000,376.630000
179.160000,378.630000
179.370000,380.730000
179.630000,382.660000
179.740000,384.250000
179.710000,386.300000
179.580000,389.390000
179.810000,392.170000
180.030000,394.900000
180.570000,397.490000
181.150000,399.680000
182.690000,402.180000
184.760000,404.940000
187.020000,407.210000
188.670000,408.730000
190.090000,409.890000
192.390000,411.160000
195.420000,411.870000
198.510000,412.310000
201.420000,412.400000
203.630000,412.430000
206.600000,411.880000
209.940000,410.780000
212.910000,409.590000
215.840000,407.870000
218.200000,406.260000
219.660000,405.270000
221.530000,403.960000
223.380000,402.130000
225.280000,399.170000
227.020000,396.080000
228.380000,393.210000
229.400000,390.800000
230.370000,388.460000
231.040000,386.460000
231.650000,384.360000
232.110000,382.300000
232.380000,379.310000
232.320000,376.260000
231.990000,373.020000
231.690000,370.190000
231.360000,367.420000
231.030000,365.340000
230.630000,363.200000
230.130000,361.090000
229.730000,359.370000
228.890000,357.700000
227.740000,355.360000
225.830000,352.830000
223.810000,350.390000
222.160000,348.550000
220.170000,347.080000
218.600000,345.860000
217.200000,344.970000
216.100000,343.910000
214.690000,342.980000
212.920000,342.190000
210.200000,342.340000
207.370000,342.710000
204.670000,343.370000
202.270000,344.180000
200.200000,345.010000
197.960000,345.760000
196.170000,346.530000
194.430000,347.110000
192.850000,347.830000
191.330000,348.470000
189.500000,349.140000
187.330000,350.140000
184.320000,351.570000
181.900000,352.940000
179.390000,354.130000
177.220000,355.120000
175.380000,356.090000
173.550000,356.890000
171.930000,357.710000
170.070000,358.310000
167.390000,358.640000
164.710000,358.430000
161.840000,357.730000
159.400000,357.050000
157.630000,356.400000
155.800000,356.020000
154.170000,355.540000
152.390000,353.740000
150.610000,351.580000
148.870000,349.260000
147.570000,346.940000
146.470000,345.030000
145.690000,343.050000
145.070000,341.270000
144.610000,339.330000
144.750000,336.790000
144.890000,333.930000
145.330000,331.120000
146.140000,328.430000
146.830000,326.330000
147.710000,324.280000
148.710000,322.260000
149.440000,320.900000
150.900000,319.130000
153.220000,317.210000
155.520000,315.330000
157.710000,314.130000
159.670000,313.240000
161.890000,312.080000
163.620000,311.260000
165.330000,310.500000
167.770000,310.240000
170.880000,310.370000
173.670000,310.580000
176.560000,311.300000
