pt1_cam1_X,pt1_cam1_Y
285.310000,228.810000
283.450000,228.180000
281.560000,227.920000
279.210000,228.290000
276.160000,229.480000
273.580000,230.710000
271.310000,232.000000
268.810000,233.590000
266.420000,235.420000
264.360000,237.440000
262.780000,239.390000
261.400000,241.140000
260.420000,243.740000
260.260000,246.840000
260.600000,249.930000
261.060000,252.660000
261.650000,254.880000
262.280000,256.900000
262.910000,258.910000
264.230000,261.170000
265.810000,263.480000
267.870000,265.900000
269.830000,268.060000
271.450000,269.890000
273.030000,271.710000
274.940000,273.840000
277.260000,275.940000
279.040000,277.960000
280.840000,280.040000
282.620000,281.790000
285.270000,283.860000
288.380000,285.470000
292.020000,285.230000
296.760000,284.640000
299.960000,280.450000
302.520000,274.960000
302.250000,267.530000
301.280000,261.250000
298.620000,254.860000
295.930000,249.820000
293.880000,246.610000
291.890000,242.630000
289.590000,238.760000
286.590000,235.090000
284.560000,232.730000
282.380000,230.460000
280.160000,228.460000
278.650000,227.080000
277.250000,226.260000
275.860000,225.040000
273.280000,223.570000
270.960000,221.840000
268.280000,220.200000
266.080000,219.330000
264.090000,218.560000
261.660000,218.320000
258.990000,218.440000
255.910000,218.930000
253.250000,219.570000
250.510000,220.240000
248.070000,221.150000
245.150000,222.590000
242.250000,224.310000
239.610000,226.090000
237.580000,227.850000
235.920000,229.430000
234.400000,230.680000
233.150000,232.020000
231.940000,233.840000
231.230000,237.050000
231.080000,239.980000
231.280000,242.680000
231.430000,244.660000
231.680000,246.780000
231.970000,248.490000
232.320000,249.990000
233.680000,252.220000
235.850000,254.420000
237.770000,256.520000
239.560000,258.510000
241.450000,260.110000
243.110000,261.530000
245.400000,263.100000
247.800000,264.380000
249.100000,265.410000
250.960000,265.760000
253.580000,264.680000
256.060000,263.420000
257.750000,261.830000
259.390000,260.120000
261.130000,258.010000
262.380000,255.660000
263.120000,253.230000
263.400000,251.370000
263.670000,248.950000
262.820000,246.540000
261.710000,243.850000
260.290000,241.480000
258.640000,239.330000
256.170000,237.010000
253.760000,235.190000
251.550000,233.440000
249.380000,232.220000
247.560000,231.180000
244.970000,229.920000
242.230000,228.830000
239.330000,227.740000
236.060000,226.820000
233.680000,226.090000
230.960000,225.680000
227.550000,225.570000
224.530000,225.840000
221.600000,226.430000
219.280000,227.030000
217.610000,227.660000
215.550000,228.100000
212.760000,229.320000
210.370000,230.520000
208.250000,232.280000
206.210000,234.050000
204.440000,236.140000
202.940000,238.950000
201.580000,242.030000
200.400000,244.770000
199.570000,247.270000
198.560000,250.250000
197.690000,253.600000
197.040000,256.910000
196.400000,259.510000
196.060000,261.890000
196.030000,264.210000
196.110000,267.250000
196.860000,270.340000
197.790000,273.200000
198.550000,276.010000
199.380000,278.390000
200.100000,280.530000
200.960000,282.550000
201.940000,285.430000
203.160000,288.390000
204.060000,290.970000
205.080000,293.750000
205.840000,295.760000
207.310000,299.010000
208.490000,302.830000
208.670000,307.520000
209.050000,312.640000
209.020000,317.790000
207.820000,323.270000
206.770000,328.850000
205.150000,334.110000
202.590000,339.530000
198.630000,345.410000
194.900000,351.090000
191.120000,356.670000
188.190000,360.710000
185.800000,363.940000
183.500000,367.080000
181.540000,370.080000
179.860000,372.840000
178.350000,375.660000
177.110000,377.890000
176.000000,380.060000
175.180000,382.050000
173.790000,384.650000
172.300000,388.290000
170.930000,391.990000
169.800000,394.790000
168.890000,397.620000
167.940000,399.810000
167.130000,401.980000
166.310000,403.940000
165.490000,405.910000
164.750000,407.720000
163.400000,410.310000
161.700000,413.060000
160.150000,415.920000
159.050000,418.230000
157.890000,420.150000
157.050000,421.780000
156.070000,423.200000
155.050000,425.110000
153.830000,427.840000
153.080000,430.520000
152.690000,433.010000
152.500000,435.320000
152.930000,438.410000
153.740000,441.290000
155.280000,443.870000
157.130000,446.720000
159.920000,448.930000
161.970000,450.650000
164.090000,451.630000
166.130000,452.520000
167.720000,453.100000
169.270000,453.650000
171.020000,454.070000
173.670000,454.230000
176.650000,453.810000
179.650000,453.050000
182.200000,452.020000
184.390000,451.500000
186.560000,450.880000
188.810000,450.230000
191.830000,449.870000
194.750000,449.650000
197.500000,449.600000
199.720000,449.810000
201.670000,449.940000
204.260000,449.910000
207.430000,450.150000
210.530000,450.580000
213.630000,451.360000
215.730000,451.950000
218.010000,452.620000
220.100000,453.220000
222.320000,455.330000
224.520000,457.570000
226.240000,460.070000
227.640000,462.410000
228.680000,464.230000
229.580000,465.650000
230.440000,467.870000
230.880000,470.520000
230.870000,473.110000
230.890000,475.730000
230.260000,478.210000
228.130000,481.680000
226.030000,484.710000
224.120000,487.030000
222.390000,489.120000
220.900000,490.670000
219.520000,491.830000
218.320000,492.960000
216.880000,494.200000
215.010000,495.600000
212.610000,497.530000
210.290000,499.560000
208.480000,501.630000
206.840000,503.300000
205.610000,504.670000
204.360000,506.000000
203.650000,508.890000
202.920000,511.490000
202.430000,514.220000
202.050000,516.840000
201.720000,518.940000
201.280000,521.040000
201.180000,523.100000
200.790000,525.040000
200.500000,526.910000
199.910000,529.800000
199.270000,533.020000
198.730000,536.100000
198.190000,538.880000
197.790000,541.650000
197.260000,543.710000
196.890000,545.850000
196.530000,547.910000
196.030000,550.630000
195.210000,553.820000
194.110000,556.780000
193.170000,559.120000
192.400000,561.190000
191.770000,562.920000
190.860000,565.330000
189.150000,568.390000
187.690000,570.980000
186.130000,573.610000
184.900000,575.580000
183.720000,577.330000
182.700000,578.640000
179.810000,580.750000
177.090000,582.570000
175.050000,583.750000
172.850000,584.780000
170.650000,585.770000
168.440000,586.150000
165.230000,586.240000
162.380000,585.720000
160.330000,585.060000
157.320000,583.840000
153.970000,581.400000
151.640000,579.120000
149.760000,577.040000
148.280000,575.080000
147.210000,573.350000
146.070000,571.820000
144.990000,569.450000
143.910000,566.510000
143.150000,563.650000
142.810000,560.920000
142.650000,558.400000
142.590000,556.410000
142.730000,554.340000
143.290000,551.740000
144.370000,549.040000
145.570000,546.490000
146.840000,544.490000
147.980000,542.540000
149.780000,540.850000
151.800000,539.450000
153.710000,538.480000
155.720000,537.750000
158.160000,538.930000
160.100000,540.380000
161.600000,542.060000
162.950000,543.690000
163.950000,546.170000
164.590000,548.840000
164.810000,551.500000
164.830000,554.110000
164.580000,556.540000
164.290000,558.430000
163.300000,560.010000
161.990000,561.720000
160.420000,562.640000
157.630000,562.660000
153.690000,560.830000
150.910000,558.680000
148.620000,556.570000
146.860000,554.660000
145.360000,552.740000
143.490000,549.810000
142.040000,546.840000
140.750000,544.260000
139.270000,541.660000
138.300000,539.440000
137.150000,536.910000
135.290000,533.790000
133.210000,531.050000
131.560000,528.380000
130.040000,526.460000
128.570000,524.290000
127.140000,522.610000
125.970000,521.180000
124.500000,519.540000
122.580000,517.190000
120.870000,514.620000
119.660000,512.170000
118.810000,509.920000
118.930000,506.650000
119.800000,503.840000
120.670000,501.340000
121.630000,499.170000
123.110000,497.130000
125.700000,495.230000
128.180000,494.040000
130.700000,493.390000
132.260000,492.830000
134.070000,492.220000
136.880000,492.470000
139.350000,493.170000
141.500000,494.370000
143.580000,495.440000
145.450000,497.470000
146.980000,500.530000
148.350000,503.560000
150.170000,508.040000
149.820000,511.920000
147.530000,515.420000
143.860000,517.250000
140.720000,518.740000
138.130000,519.970000
135.700000,521.260000
133.980000,522.780000
132.400000,523.910000
131.320000,525.400000
129.940000,528.520000
129.010000,531.050000
127.970000,533.900000
126.920000,536.260000
125.950000,538.360000
124.810000,540.530000
123.230000,542.920000
121.490000,544.980000
119.770000,547.260000
118.050000,549.730000
116.430000,551.930000
114.960000,553.850000
113.380000,556.420000
112.370000,559.300000
111.560000,561.870000
111.050000,564.070000
110.810000,566.340000
112.150000,569.710000
113.580000,572.690000
115.080000,575.400000
116.710000,577.450000
118.360000,579.650000
121.160000,581.580000
123.790000,582.910000
126.220000,583.500000
128.720000,583.670000
131.970000,582.870000
134.310000,581.980000
136.590000,580.860000
138.510000,579.770000
140.230000,578.650000
141.940000,576.340000
144.140000,573.750000
145.870000,571.150000
146.940000,569.070000
148.270000,567.010000
149.320000,565.170000
150.380000,563.080000
151.480000,560.350000
152.830000,557.380000
153.930000,554.240000
155.030000,551.800000
155.890000,549.970000
157.010000,547.950000
158.940000,545.660000
161.410000,543.040000
163.600000,541.230000
165.580000,539.510000
167.600000,538.210000
169.100000,537.300000
170.700000,536.350000
172.710000,535.260000
175.690000,534.430000
178.320000,534.390000
180.810000,534.200000
183.180000,534.190000
185.710000,534.230000
188.240000,536.910000
190.440000,542.240000
190.500000,547.440000
191.540000,555.170000
192.850000,562.050000
194.180000,568.920000
195.620000,573.950000
197.130000,578.160000
198.970000,581.640000
200.550000,584.690000
201.730000,586.780000
203.380000,588.970000
205.320000,591.260000
208.090000,594.080000
210.580000,596.720000
212.340000,598.490000
213.920000,600.060000
215.780000,602.130000
217.180000,603.780000
218.800000,606.110000
220.250000,608.940000
221.800000,612.010000
223.010000,614.670000
224.090000,616.790000
225.090000,618.820000
226.260000,621.080000
227.670000,623.930000
229.220000,626.930000
230.690000,629.880000
231.550000,632.420000
232.440000,634.490000
232.950000,636.560000
233.420000,638.500000
233.650000,640.310000
232.640000,643.200000
230.920000,646.010000
229.260000,648.550000
228.210000,650.380000
226.930000,651.910000
225.920000,653.510000
224.640000,654.900000
223.320000,655.750000
221.150000,656.930000
218.990000,657.920000
217.070000,659.020000
215.260000,660.170000
213.800000,662.200000
212.700000,664.550000
212.100000,666.970000
211.520000,668.790000
211.250000,670.830000
211.460000,672.630000
212.060000,674.380000
213.250000,676.270000
214.610000,677.970000
216.030000,679.600000
218.440000,680.290000
221.580000,681.100000
224.220000,681.670000
226.660000,681.600000
229.180000,681.260000
232.440000,680.140000
234.790000,679.190000
236.610000,678.220000
238.310000,677.110000
239.810000,675.420000
240.920000,672.730000
241.500000,670.140000
241.960000,667.870000
242.330000,665.850000
242.400000,663.540000
241.790000,660.040000
240.780000,657.090000
239.610000,654.140000
238.330000,651.600000
237.490000,649.500000
236.790000,647.710000
235.380000,645.840000
233.300000,643.150000
231.330000,640.900000
229.640000,639.010000
227.950000,636.930000
226.430000,635.130000
224.910000,633.280000
223.130000,631.400000
221.340000,629.720000
219.910000,627.430000
218.780000,624.880000
217.890000,622.830000
217.200000,621.010000
216.960000,618.500000
217.530000,615.960000
219.050000,613.290000
220.040000,611.510000
221.350000,609.840000
224.190000,608.010000
226.400000,607.220000
228.140000,606.280000
230.170000,605.790000
231.750000,605.630000
233.220000,605.490000
234.820000,606.570000
236.460000,608.400000
237.920000,610.280000
238.990000,612.040000
239.920000,613.990000
240.650000,615.560000
241.150000,616.910000
241.660000,618.250000
241.610000,620.680000
240.980000,623.040000
239.970000,625.300000
238.770000,627.880000
238.030000,629.690000
236.940000,631.480000
235.980000,632.740000
234.950000,633.780000
232.590000,635.310000
230.400000,636.310000
228.090000,636.680000
226.410000,636.950000
224.700000,637.010000
222.550000,636.180000
220.210000,634.720000
218.700000,633.040000
217.370000,631.340000
216.520000,629.480000
216.100000,626.930000
216.330000,624.540000
216.520000,622.060000
216.950000,620.070000
217.290000,618.310000
218.440000,616.270000
220.950000,613.970000
223.180000,612.260000
225.390000,610.630000
227.380000,609.270000
229.030000,608.290000
231.120000,607.460000
234.670000,607.290000
237.780000,607.160000
240.640000,607.020000
243.180000,606.950000
246.050000,606.950000
248.050000,607.010000
250.140000,607.090000
253.090000,606.880000
256.180000,607.600000
258.830000,608.030000
260.940000,608.540000
262.650000,609.120000
264.300000,610.230000
265.700000,611.150000
266.780000,612.060000
267.710000,613.440000
267.920000,616.080000
267.900000,618.230000
267.770000,620.360000
267.750000,622.680000
267.480000,624.500000
267.160000,626.130000
266.840000,627.680000
266.380000,628.950000
265.840000,630.340000
264.740000,632.000000
263.350000,633.910000
261.340000,635.790000
259.310000,637.440000
257.360000,638.840000
255.100000,640.340000
252.520000,641.500000
246.010000,639.670000
241.140000,636.940000
238.200000,634.260000
233.910000,629.850000
230.990000,624.890000
229.690000,620.850000
228.890000,617.430000
228.210000,614.530000
227.650000,611.480000
227.620000,607.400000
227.680000,603.980000
228.220000,600.520000
228.610000,597.990000
229.190000,595.450000
229.900000,593.320000
230.630000,591.340000
231.770000,588.920000
233.160000,586.370000
234.550000,583.420000
235.760000,581.030000
237.030000,578.830000
238.690000,576.590000
240.920000,573.940000
243.280000,571.420000
245.750000,569.340000
247.760000,567.770000
249.430000,566.590000
251.730000,565.720000
254.670000,565.160000
257.440000,564.870000
260.260000,564.430000
263.040000,563.930000
265.590000,563.340000
267.360000,563.260000
269.310000,563.120000
271.030000,563.080000
273.250000,563.190000
275.220000,563.490000
278.260000,564.220000
281.070000,564.920000
283.800000,565.720000
286.590000,565.980000
288.800000,566.410000
292.000000,566.930000
295.340000,566.950000
298.660000,566.860000
301.560000,566.500000
304.120000,565.790000
306.240000,565.030000
307.960000,564.280000
309.610000,563.720000
311.310000,562.010000
313.150000,559.720000
314.740000,557.260000
316.140000,554.880000
317.360000,552.550000
318.460000,550.610000
319.620000,548.870000
320.450000,547.200000
321.060000,545.930000
322.490000,543.750000
324.670000,541.190000
326.880000,538.420000
328.600000,536.240000
330.120000,534.620000
331.950000,533.110000
333.710000,531.900000
335.100000,530.890000
338.320000,529.770000
341.370000,529.270000
344.330000,528.960000
346.780000,528.790000
349.210000,528.840000
351.560000,528.970000
353.560000,529.040000
356.080000,529.770000
358.510000,531.060000
361.410000,532.860000
363.770000,534.910000
